,State,State ID,District,District ID,Year,ABY,Year2017,Year2018,Year2019,2018andABY,2019andABY,% Institutional deliveries to Total Reported Deliveries,Total Number of reported live births,% live birth to Reported Birth,% Newborns having weight less than 2.5 kg to Newborns weighed at birth,% Newborns given OPV0 at birth to Reported live birth,% Newborns given BCG to Reported live birth,% Newborns given Hep-B0(Birth Dose)at birth to Reported live birth,% Infants 0 to 11 months old who received Measles+ MR vaccine to reported live births,No of children 16-24 months age given Measles Rubella Vaccine 2nd dose,Total Number of Infant Deaths reported,Total no. maternal deaths,Total number of pregnant women Registered for ANC,MMR,IMR,Doctor,Sub Centres,PHCs,CHCs,Sub Divisional Hospitals,District Hospitals,Total Health Centres,GDP_PC,Poor_GDP_PC
542,Haryana,13,Charkhi Dadri,3,2019,1,0,0,1,0,1,99.7,4869,99.5,4.6,75,140.1,49.5,151.3,6960,80,8,8926,164.3,16.43,132,75,13,4,4,1,93,264206,0
543,Haryana,13,Faridabad,4,2017,0,1,0,0,0,0,93.6,53418,99.5,8.9,88.9,101.2,53.7,96.2,34,138,4,56299,7.49,2.58,32,86,28,9,3,1,127,211525,0
544,Haryana,13,Faridabad,4,2018,1,0,1,0,1,0,94.3,45639,99.2,26.5,87.5,107.0,44.8,104.0,25465,764,45,63336,98.6,16.74,47,67,26,9,3,1,106,236146,0
545,Haryana,13,Faridabad,4,2019,1,0,0,1,0,1,93.9,43953,99.2,13.7,81.9,92.0,54.3,109.8,40358,960,51,57245,116.03,21.84,132,67,26,9,3,1,106,264206,0
546,Haryana,13,Fatehabad,5,2017,0,1,0,0,0,0,99.1,15550,98.8,3.4,101.2,124.9,71.7,113.4,0,91,17,17387,109.32,5.85,32,136,26,6,1,1,170,211525,0
547,Haryana,13,Fatehabad,5,2018,1,0,1,0,1,0,99.5,15686,98.8,12.5,82.2,102.8,69.5,97.1,9884,416,17,17189,108.38,26.52,47,133,22,7,1,1,164,236146,0
548,Haryana,13,Fatehabad,5,2019,1,0,0,1,0,1,99.5,14002,98.8,14.0,84.9,105.3,73.9,109.5,14905,463,26,16729,185.69,33.07,132,133,22,7,1,1,164,264206,0
549,Haryana,13,Gurugram,6,2017,0,1,0,0,0,0,98.5,31713,99.4,7.6,101.3,106.8,87.9,163.2,0,550,41,61136,129.28,17.34,32,102,32,6,2,2,144,211525,0
550,Haryana,13,Gurugram,6,2018,1,0,1,0,1,0,98.9,33222,99.3,7.1,100.1,115.2,86.1,140.8,29962,398,41,58305,123.41,11.98,47,84,30,5,2,2,123,236146,0
551,Haryana,13,Gurugram,6,2019,1,0,0,1,0,1,99.3,35860,99.4,9.3,100.2,122.1,88.8,145.5,40035,542,58,58092,161.74,15.11,132,84,30,5,2,2,123,264206,0
552,Haryana,13,Hisar,7,2017,0,1,0,0,0,0,98.9,33187,97.5,20.4,88,97.5,62.4,95.5,0,938,38,32010,114.5,28.26,32,212,39,12,2,2,267,211525,0
553,Haryana,13,Hisar,7,2018,1,0,1,0,1,0,99.3,32129,97.6,22.2,95.5,107.4,67.3,95.1,23553,591,42,31402,130.72,18.39,47,205,31,12,2,2,252,236146,0
554,Haryana,13,Hisar,7,2019,1,0,0,1,0,1,99.5,30819,98.1,22.9,87.7,99.1,63.8,97.9,27617,703,28,30963,90.85,22.81,132,205,31,12,2,2,252,264206,0
555,Haryana,13,Jhajjar,8,2017,0,1,0,0,0,0,98.7,12388,99.5,3.7,97.2,117.4,73.5,144.9,0,35,11,17518,88.8,2.83,32,144,38,7,2,1,192,211525,0
556,Haryana,13,Jhajjar,8,2018,1,0,1,0,1,0,99.2,11944,99.5,10.6,98.3,116.4,69.1,126.6,9418,229,16,16974,133.96,19.17,47,136,32,7,2,1,178,236146,0
557,Haryana,13,Jhajjar,8,2019,1,0,0,1,0,1,99.3,11294,99.6,10.5,81.4,103.2,65.0,141.0,14796,220,18,16907,159.38,19.48,132,136,32,7,2,1,178,264206,0
558,Haryana,13,Jind,9,2017,0,1,0,0,0,0,98.5,21164,99.2,8.2,99.3,107.9,63.5,108.9,11,101,18,24467,85.05,4.77,32,169,32,9,1,1,212,211525,0
559,Haryana,13,Jind,9,2018,1,0,1,0,1,0,98.9,20772,99.3,10.3,99.9,115.9,71.8,101.7,15120,405,38,24428,182.94,19.5,47,166,24,10,1,1,202,236146,0
560,Haryana,13,Jind,9,2019,1,0,0,1,0,1,99.0,19452,99.4,8.5,100.6,128.1,75.1,110.9,20470,523,22,22849,113.1,26.89,132,166,24,10,1,1,202,264206,0
561,Haryana,13,Kaithal,10,2017,0,1,0,0,0,0,99.3,19605,99.2,1.5,104.9,109.9,72.4,117.2,316,116,3,21789,15.3,5.92,32,148,26,7,7,1,182,211525,0
562,Haryana,13,Kaithal,10,2018,1,0,1,0,1,0,99.2,19068,99.1,11.8,99.1,105.6,63.1,113.2,16220,350,34,23984,178.31,18.36,47,145,21,7,7,1,174,236146,0
563,Haryana,13,Kaithal,10,2019,1,0,0,1,0,1,99.8,17703,99.3,14.4,94.1,100.1,72.1,100.3,18269,365,16,20369,90.38,20.62,132,145,21,7,7,1,174,264206,0
564,Haryana,13,Karnal,11,2017,0,1,0,0,0,0,99.7,27185,98.9,7.8,103.4,102.8,80.2,106.1,339,249,39,30287,143.46,9.16,32,155,32,7,1,2,197,211525,0
565,Haryana,13,Karnal,11,2018,1,0,1,0,1,0,99.7,25312,98.8,10.3,102.8,111.4,71.2,110.5,24132,660,30,29658,118.52,26.07,47,148,27,7,1,2,185,236146,0
566,Haryana,13,Karnal,11,2019,1,0,0,1,0,1,99.8,27659,98.6,9.3,96.7,98.9,96.0,98.0,26272,609,60,30466,216.93,22.02,132,148,27,7,1,2,185,264206,0
567,Haryana,13,Kurukshetra,12,2017,0,1,0,0,0,0,99.7,16887,99.0,15.3,78.4,86.1,55.8,99.1,104,105,14,17323,82.9,6.22,32,121,25,7,7,1,154,211525,0
568,Haryana,13,Kurukshetra,12,2018,1,0,1,0,1,0,99.8,15559,99.0,15.1,80.5,89.8,50.6,103.7,13307,298,19,17105,122.12,19.15,47,118,19,8,8,1,146,236146,0
569,Haryana,13,Kurukshetra,12,2019,1,0,0,1,0,1,99.8,13105,99.2,14.6,75.8,86.9,52.3,114.8,14536,335,16,16592,122.09,25.56,132,118,19,8,8,1,146,264206,0
570,Haryana,13,Mahendragarh,13,2017,0,1,0,0,0,0,98.6,16252,98.7,20.2,74.7,90.1,63.9,97.1,517,194,12,15129,73.84,11.94,32,137,26,8,1,1,173,211525,0
571,Haryana,13,Mahendragarh,13,2018,1,0,1,0,1,0,99.1,13716,98.8,21.0,89.8,108.6,76.8,150.3,12932,241,17,14898,123.94,17.57,47,137,19,8,1,1,166,236146,0
572,Haryana,13,Mahendragarh,13,2019,1,0,0,1,0,1,99.1,11555,98.6,10.9,85.3,107.4,79.7,119.2,12945,208,17,13937,147.12,18.0,132,137,19,8,1,1,166,264206,0
573,Haryana,13,Mewat,14,2017,0,1,0,0,0,0,64.1,45172,98.4,2.5,65.3,88.5,27.8,44.2,85,67,34,36625,75.27,1.48,32,94,22,4,4,2,122,211525,0
574,Haryana,13,Mewat,14,2018,1,0,1,0,1,0,68.8,46961,98.0,13.1,67.9,97.6,34.9,58.8,13771,1416,53,46981,112.86,30.15,47,94,19,4,4,2,119,236146,0
575,Haryana,13,Mewat,14,2019,1,0,0,1,0,1,75.2,47549,98.2,10.7,60.7,95.2,41.3,67.6,21369,1874,106,51508,222.93,39.41,132,94,19,4,4,2,119,264206,0
576,Haryana,13,Palwal,15,2017,0,1,0,0,0,0,76.8,25233,98.9,6.6,81.6,131.3,54.1,102.6,34,21,21,30674,83.22,0.83,32,99,23,8,8,1,131,211525,0
577,Haryana,13,Palwal,15,2018,1,0,1,0,1,0,77.4,24340,98.5,21.8,87,120.9,57.8,107.9,13138,600,31,30770,127.36,24.65,47,97,19,8,8,1,125,236146,0
578,Haryana,13,Palwal,15,2019,1,0,0,1,0,1,77.5,20370,97.5,10.7,84.1,137.4,61.6,131.0,24860,815,55,31657,270.0,40.01,132,97,19,8,8,1,125,264206,0
579,Haryana,13,Panchkula,16,2017,0,1,0,0,0,0,99.0,12294,98.5,8.7,85.3,89.1,79.9,96.7,0,14,1,12401,8.13,1.14,32,62,22,6,6,1,91,211525,0
580,Haryana,13,Panchkula,16,2018,1,0,1,0,1,0,99.2,12146,98.6,13.8,99.1,102.5,93.1,102.9,8875,88,12,12996,98.8,7.25,47,48,20,6,6,1,75,236146,0
581,Haryana,13,Panchkula,16,2019,1,0,0,1,0,1,99.4,10229,98.6,12.9,98.8,102.9,93.6,108.9,9800,95,3,11337,29.33,9.29,132,48,20,6,6,1,75,264206,0
582,Haryana,13,Panipat,17,2017,0,1,0,0,0,0,96.9,27897,98.7,2.1,99.1,100.9,90.7,97.8,338,100,9,35456,32.26,3.58,32,97,26,7,7,1,131,211525,0
583,Haryana,13,Panipat,17,2018,1,0,1,0,1,0,98.3,25612,98.3,10.3,96.1,104.9,66.8,110.1,14276,587,33,38575,128.85,22.92,47,90,23,7,7,1,121,236146,0
584,Haryana,13,Panipat,17,2019,1,0,0,1,0,1,98.7,23187,98.5,9.5,96.3,110.9,68.7,105.6,22327,610,55,29382,237.2,26.31,132,90,23,7,7,1,121,264206,0
585,Haryana,13,Rewari,18,2017,0,1,0,0,0,0,99.4,16874,99.5,5.9,97,100.0,97.4,104.7,0,114,10,16396,59.26,6.76,32,116,22,6,1,1,146,211525,0
586,Haryana,13,Rewari,18,2018,1,0,1,0,1,0,99.6,17178,99.5,6.5,102.7,103.7,64.6,103.4,9226,206,18,16194,104.79,11.99,47,114,17,6,1,1,139,236146,0
587,Haryana,13,Rewari,18,2019,1,0,0,1,0,1,99.8,17831,99.1,9.1,83.2,97.8,72.0,85.2,13951,160,10,14890,56.08,8.97,132,114,17,6,1,1,139,264206,0
588,Haryana,13,Rohtak,19,2017,0,1,0,0,0,0,98.7,25122,96.8,17.6,99.8,101.5,74.0,75.7,21,1150,21,17268,83.59,45.78,32,128,31,9,9,2,170,211525,0
589,Haryana,13,Rohtak,19,2018,1,0,1,0,1,0,99.3,25861,96.7,18.7,89.8,96.8,57.0,68.5,13937,1245,54,17471,208.81,48.14,47,120,24,9,9,2,155,236146,0
590,Haryana,13,Rohtak,19,2019,1,0,0,1,0,1,99.5,23952,96.5,12.7,94,100.8,75.6,73.2,16629,1328,35,18001,146.13,55.44,132,120,24,9,9,2,155,264206,0
591,Haryana,13,Sirsa,20,2017,0,1,0,0,0,0,99.1,24026,98.4,5.1,117.8,130.7,90.4,95.4,0,168,21,22838,87.41,6.99,32,159,38,9,1,1,208,211525,0
592,Haryana,13,Sirsa,20,2018,1,0,1,0,1,0,99.5,22451,98.8,11.5,118.8,127.9,79.6,102.0,14071,372,20,23953,89.08,16.57,47,158,32,9,1,1,201,236146,0
593,Haryana,13,Sirsa,20,2019,1,0,0,1,0,1,99.6,20716,98.9,12.7,103.8,108.2,81.2,98.6,18928,425,35,21004,168.95,20.52,132,158,32,9,1,1,201,264206,0
594,Haryana,13,Sonipat,21,2017,0,1,0,0,0,0,99.5,27690,98.2,3.2,110.5,112.6,66.1,109.1,0,69,19,33692,68.62,2.49,32,176,38,10,1,2,227,211525,0
595,Haryana,13,Sonipat,21,2018,1,0,1,0,1,0,99.7,26253,98.4,16.5,95.7,124.1,65.8,115.3,19677,361,19,33637,72.37,13.75,47,167,36,10,1,2,216,236146,0
596,Haryana,13,Sonipat,21,2019,1,0,0,1,0,1,99.8,27924,98.7,11.9,77.3,115.7,58.5,107.4,29080,525,32,32441,114.6,18.8,132,167,36,10,1,2,216,264206,0
597,Haryana,13,Yamunanagar,22,2017,0,1,0,0,0,0,97.2,22200,98.6,5.0,100.1,101.5,82.2,97.3,0,84,31,23539,139.64,3.78,32,122,26,7,1,1,157,211525,0
598,Haryana,13,Yamunanagar,22,2018,1,0,1,0,1,0,98.3,21809,98.6,14.2,100.3,103.4,77.9,111.4,17306,446,20,22729,91.71,20.45,47,113,22,7,1,1,144,236146,0
599,Haryana,13,Yamunanagar,22,2019,1,0,0,1,0,1,99.0,20829,98.5,13.3,105.6,98.2,68.7,102.8,18853,481,27,21221,129.63,23.09,132,113,22,7,1,1,144,264206,0
600,Himachal Pradesh,14,Bilaspur,1,2017,0,1,0,0,0,0,91.1,4477,99.0,14.7,94,105.3,84.4,127.6,3087,44,5,6455,111.68,9.83,60,121,36,9,5,1,172,167044,0
601,Himachal Pradesh,14,Bilaspur,1,2018,1,0,1,0,1,0,92.9,4301,99.2,14.5,100,106.1,93.2,133.0,5703,50,6,6360,139.5,11.63,66,128,38,8,7,1,182,179187,0
602,Himachal Pradesh,14,Bilaspur,1,2019,1,0,0,1,0,1,93.2,3575,98.9,14.2,107.4,122.3,93.6,150.4,5063,42,2,5816,55.94,11.75,139,128,38,8,7,1,182,195255,0
603,Himachal Pradesh,14,Chamba,2,2017,0,1,0,0,0,0,58.2,7396,98.2,4.4,51.7,109.3,49.5,85.8,3465,104,5,10413,67.6,14.06,60,176,42,6,6,1,231,167044,0
604,Himachal Pradesh,14,Chamba,2,2018,1,0,1,0,1,0,57.7,7739,98.5,7.2,52.6,100.5,50.9,111.1,8359,160,9,9843,116.29,20.67,66,177,44,5,7,1,234,179187,0
605,Himachal Pradesh,14,Chamba,2,2019,1,0,0,1,0,1,60.9,6895,98.7,7.0,56.3,101.6,53.6,113.5,7577,131,5,8914,72.52,19.0,139,177,44,5,7,1,234,195255,0
606,Himachal Pradesh,14,Hamirpur,3,2017,0,1,0,0,0,0,98.9,5195,98.9,14.6,99.9,101.9,98.9,110.3,3686,27,2,7087,38.5,5.2,60,160,28,3,4,1,196,167044,0
607,Himachal Pradesh,14,Hamirpur,3,2018,1,0,1,0,1,0,99.1,5687,99.2,16.9,100,101.7,99.3,114.8,6321,34,2,6783,35.17,5.98,66,160,32,2,6,1,201,179187,0
608,Himachal Pradesh,14,Hamirpur,3,2019,1,0,0,1,0,1,99.4,5386,99.2,13.0,100.4,101.7,99.6,108.9,5604,32,2,6224,37.13,5.94,139,160,32,2,6,1,201,195255,0
609,Himachal Pradesh,14,Kangra,4,2017,0,1,0,0,0,0,96.0,17704,98.2,15.9,111,119.5,93.6,110.0,10542,319,8,23495,45.19,18.02,60,442,83,11,15,2,553,167044,0
610,Himachal Pradesh,14,Kangra,4,2018,1,0,1,0,1,0,96.9,17589,98.6,15.9,113.5,120.1,94.7,120.7,20819,397,12,22691,68.22,22.57,66,452,88,17,22,2,581,179187,0
611,Himachal Pradesh,14,Kangra,4,2019,1,0,0,1,0,1,98.0,16813,98.7,20.2,111.2,115.9,91.7,115.7,18604,355,9,20142,53.53,21.11,139,452,88,17,22,2,581,195255,0
612,Himachal Pradesh,14,Kinnaur,5,2017,0,1,0,0,0,0,87.9,526,99.2,15.2,85.6,103.8,85.0,191.4,634,4,0,1265,0.0,7.6,60,39,21,4,2,1,67,167044,0
613,Himachal Pradesh,14,Kinnaur,5,2018,1,0,1,0,1,0,84.8,488,97.8,17.8,84.2,101.0,83.2,195.9,953,4,0,1211,0.0,8.2,66,38,24,4,2,1,69,179187,0
614,Himachal Pradesh,14,Kinnaur,5,2019,1,0,0,1,0,1,84.5,463,99.6,14.9,83.8,103.2,82.5,186.4,842,13,0,1073,0.0,28.08,139,38,24,4,2,1,69,195255,0
615,Himachal Pradesh,14,Kullu,6,2017,0,1,0,0,0,0,85.7,5211,99.0,12.3,90.6,103.5,84.2,112.3,3046,95,8,6872,153.52,18.23,60,101,21,3,5,1,131,167044,0
616,Himachal Pradesh,14,Kullu,6,2018,1,0,1,0,1,0,89.9,5728,99.0,15.0,92.1,100.2,88.3,109.4,6218,84,4,6540,69.83,14.66,66,103,24,5,5,1,138,179187,0
617,Himachal Pradesh,14,Kullu,6,2019,1,0,0,1,0,1,92.8,5350,99.1,15.5,91.5,94.4,89.7,108.0,5564,81,8,5936,149.53,15.14,139,103,24,5,5,1,138,195255,0
618,Himachal Pradesh,14,Lahul Spiti,7,2017,0,1,0,0,0,0,75.3,80,98.8,1.3,83.8,97.5,82.5,331.3,186,0,0,321,0.0,0.0,60,35,16,3,1,1,56,167044,0
619,Himachal Pradesh,14,Lahul Spiti,7,2018,1,0,1,0,1,0,80.7,87,98.9,6.9,83.9,101.1,83.9,326.4,243,0,0,300,0.0,0.0,66,35,17,3,1,1,57,179187,0
620,Himachal Pradesh,14,Lahul Spiti,7,2019,1,0,0,1,0,1,89.5,37,97.4,5.6,91.9,137.8,91.9,735.1,298,1,0,225,0.0,27.03,139,35,17,3,1,1,57,195255,0
621,Himachal Pradesh,14,Mandi,8,2017,0,1,0,0,0,0,87.4,11032,98.8,11.7,89.9,99.6,86.3,113.6,6718,118,5,15405,45.32,10.7,60,340,73,13,10,1,437,167044,0
622,Himachal Pradesh,14,Mandi,8,2018,1,0,1,0,1,0,88.3,10256,99.1,8.8,91.3,99.6,87.0,132.5,13050,196,10,14795,97.5,19.11,66,348,83,13,14,2,460,179187,0
623,Himachal Pradesh,14,Mandi,8,2019,1,0,0,1,0,1,92.1,9063,99.1,11.0,94.1,101.3,92.8,135.4,12182,143,1,13454,11.03,15.78,139,349,83,13,14,2,461,195255,0
624,Himachal Pradesh,14,Shimla,9,2017,0,1,0,0,0,0,95.4,14844,98.7,16.0,92.1,99.9,90.0,63.4,4989,130,12,14368,80.84,8.76,60,244,99,12,12,3,370,167044,0
625,Himachal Pradesh,14,Shimla,9,2018,1,0,1,0,1,0,95.8,14685,98.4,12.7,92.4,99.0,87.3,71.4,9883,227,11,11942,74.91,15.46,66,245,121,17,13,3,399,179187,0
626,Himachal Pradesh,14,Shimla,9,2019,1,0,0,1,0,1,96.9,13656,98.7,15.2,92.2,98.2,88.4,69.1,8779,193,4,11263,29.29,14.13,139,245,121,17,13,3,399,195255,0
627,Himachal Pradesh,14,Sirmaur,10,2017,0,1,0,0,0,0,86.5,6417,98.3,13.5,84.2,106.6,83.6,124.3,4154,160,6,10634,93.5,24.93,60,151,39,4,5,1,200,167044,0
628,Himachal Pradesh,14,Sirmaur,10,2018,1,0,1,0,1,0,86.7,6283,98.4,14.0,84.9,105.2,84.1,143.1,8868,173,11,10411,175.08,27.53,66,154,46,6,6,1,213,179187,0
629,Himachal Pradesh,14,Sirmaur,10,2019,1,0,0,1,0,1,89.1,5700,98.4,13.7,87.2,101.6,86.5,136.3,7331,130,7,8651,122.81,22.81,139,154,46,6,6,1,213,195255,0
630,Himachal Pradesh,14,Solan,11,2017,0,1,0,0,0,0,92.0,7192,98.9,9.0,90.4,128.5,82.0,125.3,5124,53,2,13264,27.81,7.37,60,196,35,5,7,1,244,167044,0
631,Himachal Pradesh,14,Solan,11,2018,1,0,1,0,1,0,93.7,7760,98.9,11.9,90,116.9,86.1,140.9,10080,61,10,12890,128.87,7.86,66,198,42,7,8,1,256,179187,0
632,Himachal Pradesh,14,Solan,11,2019,1,0,0,1,0,1,96.4,7914,99.1,11.3,75,99.7,73.9,128.1,9419,84,9,11765,113.72,10.61,139,198,42,7,8,1,256,195255,0
633,Himachal Pradesh,14,Una,12,2017,0,1,0,0,0,0,94.8,6975,99.1,7.1,67.9,87.4,58.6,98.7,3559,70,3,9285,43.01,10.04,60,134,23,6,4,1,168,167044,0
634,Himachal Pradesh,14,Una,12,2018,1,0,1,0,1,0,94.6,6269,98.7,10.9,77.2,96.9,71.5,130.1,7698,79,4,8817,63.81,12.6,66,134,23,8,6,1,172,179187,0
635,Himachal Pradesh,14,Una,12,2019,1,0,0,1,0,1,95.6,5086,99.2,5.9,68.7,86.4,63.9,133.8,6450,49,4,7165,78.65,9.63,139,134,23,8,6,1,172,195255,0
636,Jammu & Kashmir,15,Anantnag,1,2017,0,1,0,0,0,0,99.9,14002,98.1,7.4,110.9,111.4,109.3,120.2,0,73,7,27773,49.99,5.21,69,154,44,6,6,2,206,82709,1
637,Jammu & Kashmir,15,Anantnag,1,2018,1,0,1,0,1,0,100.0,14533,98.5,11.4,112.7,112.3,111.9,120.3,7743,46,5,28918,34.4,3.17,92,154,44,6,6,2,206,91882,1
638,Jammu & Kashmir,15,Anantnag,1,2019,1,0,0,1,0,1,100.0,12814,98.5,10.5,120.0,119.5,114.5,130.7,15708,23,3,19497,23.41,1.79,159,154,44,6,6,2,206,96476,1
639,Jammu & Kashmir,15,Badgam,2,2017,0,1,0,0,0,0,99.9,3777,99.6,1.1,100.0,109.2,100.0,345.6,0,21,1,12592,26.48,5.56,69,150,53,9,9,1,213,82709,1
640,Jammu & Kashmir,15,Badgam,2,2018,1,0,1,0,1,0,99.9,3509,99.8,1.3,100.1,111.9,100.1,325.2,4535,19,7,12379,199.49,5.41,92,150,53,9,9,1,213,91882,1
641,Jammu & Kashmir,15,Badgam,2,2019,1,0,0,1,0,1,100.0,3417,99.8,1.1,100.0,113.9,100.0,398.4,13328,18,0,11761,0.0,5.27,159,150,53,9,9,1,213,96476,1
642,Jammu & Kashmir,15,Bandipora,3,2017,0,1,0,0,0,0,95.9,3146,98.9,1.5,101.7,115.7,87.2,227.3,0,18,9,7641,286.08,5.72,69,43,13,3,3,1,60,82709,1
643,Jammu & Kashmir,15,Bandipora,3,2018,1,0,1,0,1,0,96.5,3147,99.1,1.0,97.8,113.3,87.0,178.5,2302,18,2,7140,63.55,5.72,92,43,13,3,3,1,60,91882,1
644,Jammu & Kashmir,15,Bandipora,3,2019,1,0,0,1,0,1,96.7,2356,99.3,1.2,106.0,121.9,94.3,268.5,6178,11,0,6656,0.0,4.67,159,43,13,3,3,1,60,96476,1
645,Jammu & Kashmir,15,Baramula,4,2017,0,1,0,0,0,0,98.0,12021,98.5,3.0,95.7,113.9,92.9,153.4,0,116,12,25103,99.83,9.65,69,169,56,12,12,1,238,82709,1
646,Jammu & Kashmir,15,Baramula,4,2018,1,0,1,0,1,0,98.8,13473,98.6,2.9,99.5,109.4,97.6,166.0,7277,87,6,22241,44.53,6.46,92,169,56,12,12,1,238,91882,1
647,Jammu & Kashmir,15,Baramula,4,2019,1,0,0,1,0,1,99.4,12666,98.6,3.4,97.3,113.1,93.4,162.8,19078,91,9,22538,71.06,7.18,159,201,56,12,12,1,270,96476,1
648,Jammu & Kashmir,15,Doda,5,2017,0,1,0,0,0,0,69.7,5807,99.0,1.4,95.8,111.8,74.9,109.2,0,6,0,8281,0.0,1.03,69,107,33,3,3,1,144,82709,1
649,Jammu & Kashmir,15,Doda,5,2018,1,0,1,0,1,0,69.4,5597,98.9,1.6,90.7,108.4,65.7,109.0,2229,11,1,8059,17.87,1.97,92,107,33,3,3,1,144,91882,1
650,Jammu & Kashmir,15,Doda,5,2019,1,0,0,1,0,1,74.6,6108,98.6,2.0,87.7,101.2,64.3,104.7,5438,6,0,8166,0.0,0.98,159,107,33,3,3,1,144,96476,1
651,Jammu & Kashmir,15,Ganderbal,6,2017,0,1,0,0,0,0,97.6,1725,99.0,2.1,102.3,114.7,97.9,316.0,25,28,1,5548,57.97,16.23,69,58,21,1,1,1,81,82709,1
652,Jammu & Kashmir,15,Ganderbal,6,2018,1,0,1,0,1,0,98.1,1730,99.3,5.3,107.2,114.2,101.0,297.1,2340,3,0,5040,0.0,1.73,92,58,21,1,1,1,81,91882,1
653,Jammu & Kashmir,15,Ganderbal,6,2019,1,0,0,1,0,1,99.0,1607,99.1,2.8,96.6,111.8,94.6,342.6,5485,1,0,5277,0.0,0.62,159,58,21,1,1,1,81,96476,1
654,Jammu & Kashmir,15,Jammu,7,2017,0,1,0,0,0,0,99.5,32247,97.8,7.7,98.4,100.1,82.0,77.7,65,61,21,70043,65.12,1.89,69,189,56,22,22,3,270,82709,1
655,Jammu & Kashmir,15,Jammu,7,2018,1,0,1,0,1,0,99.5,34032,97.7,7.0,99.4,100.1,80.1,51.4,3907,968,11,69497,32.32,28.44,92,189,56,22,22,3,270,91882,1
656,Jammu & Kashmir,15,Jammu,7,2019,1,0,0,1,0,1,99.5,28841,98.0,7.5,109.5,110.0,96.7,79.2,22454,596,11,62719,38.14,20.67,159,189,56,22,22,3,270,96476,1
657,Jammu & Kashmir,15,Kargil,8,2017,0,1,0,0,0,0,95.6,2281,99.7,8.4,94.6,99.1,85.4,103.5,1,24,0,2356,0.0,10.52,69,117,16,4,4,1,138,82709,1
658,Jammu & Kashmir,15,Kargil,8,2018,1,0,1,0,1,0,97.1,2172,99.4,7.4,96.8,95.7,87.8,123.6,534,38,0,2364,0.0,17.5,92,117,16,4,4,1,138,91882,1
659,Jammu & Kashmir,15,Kargil,8,2019,1,0,0,1,0,1,97.5,1841,99.4,9.0,94.1,91.3,86.0,180.0,1447,39,1,1973,54.32,21.18,159,117,16,4,4,1,138,96476,1
660,Jammu & Kashmir,15,Kathua,9,2017,0,1,0,0,0,0,78.5,7416,98.1,0.9,101.4,119.1,94.4,151.8,0,3,2,11605,26.97,0.4,69,193,38,6,6,2,239,82709,1
661,Jammu & Kashmir,15,Kathua,9,2018,1,0,1,0,1,0,79.5,7399,98.0,1.4,98.3,105.9,83.1,129.4,3958,10,1,11684,13.52,1.35,92,193,38,6,6,2,239,91882,1
662,Jammu & Kashmir,15,Kathua,9,2019,1,0,0,1,0,1,78.5,8064,98.5,2.8,96.8,103.9,82.3,138.2,10900,15,2,12005,24.8,1.86,159,201,38,6,6,2,247,96476,1
663,Jammu & Kashmir,15,Kishtwar,10,2017,0,1,0,0,0,0,85.5,4713,97.1,11.7,86.8,99.8,90.1,85.7,0,37,3,4497,63.65,7.85,69,96,17,1,1,1,115,82709,1
664,Jammu & Kashmir,15,Kishtwar,10,2018,1,0,1,0,1,0,86.1,3730,97.9,11.2,116.1,122.7,95.9,123.8,702,11,0,4223,0.0,2.95,92,96,17,1,1,1,115,91882,1
665,Jammu & Kashmir,15,Kishtwar,10,2019,1,0,0,1,0,1,84.3,4005,98.0,6.6,96.5,99.0,85.4,98.1,3488,20,2,4518,49.94,4.99,159,96,17,1,1,1,115,96476,1
666,Jammu & Kashmir,15,Kulgam,11,2017,0,1,0,0,0,0,95.5,4209,98.9,1.4,94.8,105.0,87.2,251.9,11,45,5,9893,118.79,10.69,69,134,28,3,3,1,166,82709,1
667,Jammu & Kashmir,15,Kulgam,11,2018,1,0,1,0,1,0,96.9,4043,99.0,0.9,97.7,110.5,93.0,219.1,3401,48,3,10042,74.2,11.87,92,134,28,3,3,1,166,91882,1
668,Jammu & Kashmir,15,Kulgam,11,2019,1,0,0,1,0,1,99.3,3956,99.7,1.1,102.7,108.4,95.6,277.4,10258,20,2,10033,50.56,5.06,159,134,28,3,3,1,166,96476,1
669,Jammu & Kashmir,15,Kupwara,12,2017,0,1,0,0,0,0,96.0,8797,98.4,3.4,110.6,126.3,97.9,178.1,0,41,6,16585,68.21,4.66,69,196,39,7,7,1,243,82709,1
670,Jammu & Kashmir,15,Kupwara,12,2018,1,0,1,0,1,0,97.1,8739,98.6,3.1,121.9,129.6,100.9,210.1,7980,29,2,15680,22.89,3.32,92,196,39,7,7,1,243,91882,1
671,Jammu & Kashmir,15,Kupwara,12,2019,1,0,0,1,0,1,97.4,7514,98.2,0.8,131.1,139.8,111.0,229.7,15602,24,9,15387,119.78,3.19,159,196,39,7,7,1,243,96476,1
672,Jammu & Kashmir,15,Leh Ladakh,13,2017,0,1,0,0,0,0,98.0,1723,98.8,11.6,96.2,98.3,94.4,102.4,0,20,1,2504,58.04,11.61,69,121,16,3,3,1,141,82709,1
673,Jammu & Kashmir,15,Leh Ladakh,13,2018,1,0,1,0,1,0,99.3,1811,99.0,10.5,99.1,99.9,96.5,86.9,774,15,0,2328,0.0,8.28,92,121,16,3,3,1,141,91882,1
